client_id,birth_number,district_id,birthdate,gender,birth_month,age,age_group
1450,695317,61,1969-03-17,Female,3,57,46-60
1452,405528,72,1940-05-28,Female,5,86,60+
1453,665329,29,1966-03-29,Female,3,60,46-60
1454,251003,73,1925-10-03,Male,10,101,
1455,275902,73,1927-09-02,Female,9,99,60+
1456,280424,70,1928-04-24,Male,4,98,60+
1457,346012,70,1934-10-12,Female,10,92,60+
1458,380408,67,1938-04-08,Male,4,88,60+
1459,760908,4,1976-09-08,Male,9,50,46-60
1460,335313,23,1933-03-13,Female,3,93,60+
1461,691221,28,1969-12-21,Male,12,57,46-60
1462,410302,49,1941-03-02,Male,3,85,60+
1463,365126,70,1936-01-26,Female,1,90,60+
1464,285401,36,1928-04-01,Female,4,98,60+
1465,310106,36,1931-01-06,Male,1,95,60+
1466,530822,39,1953-08-22,Male,8,73,60+
1467,240930,65,1924-09-30,Male,9,102,
1468,405416,77,1940-04-16,Female,4,86,60+
1469,665914,54,1966-09-14,Female,9,60,46-60
1470,420504,1,1942-05-04,Male,5,84,60+
1471,385915,1,1938-09-15,Female,9,88,60+
1472,675910,1,1967-09-10,Female,9,59,46-60
1473,316206,1,1931-12-06,Female,12,95,60+
1474,716215,45,1971-12-15,Female,12,55,46-60
1475,320331,19,1932-03-31,Male,3,94,60+
1476,701130,70,1970-11-30,Male,11,56,46-60
1478,690821,4,1969-08-21,Male,8,57,46-60
1479,560622,1,1956-06-22,Male,6,70,60+
1480,430528,69,1943-05-28,Male,5,83,60+
1481,336123,62,1933-11-23,Female,11,93,60+
1482,505328,46,1950-03-28,Female,3,76,60+
1483,515510,1,1951-05-10,Female,5,75,60+
1484,520618,1,1952-06-18,Male,6,74,60+
1485,780514,7,1978-05-14,Male,5,48,46-60
1486,745913,7,1974-09-13,Female,9,52,46-60
1487,765827,48,1976-08-27,Female,8,50,46-60
1488,610109,31,1961-01-09,Male,1,65,60+
1489,280124,6,1928-01-24,Male,1,98,60+
1490,280420,42,1928-04-20,Male,4,98,60+
1491,820421,19,1982-04-21,Male,4,44,31-45
1492,685509,9,1968-05-09,Female,5,58,46-60
1493,221229,1,1922-12-29,Male,12,104,
1494,155322,1,1915-03-22,Female,3,111,
1495,315210,1,1931-02-10,Female,2,95,60+
1496,425608,1,1942-06-08,Female,6,84,60+
1497,485803,53,1948-08-03,Female,8,78,60+
1498,410209,53,1941-02-09,Male,2,85,60+
1499,516129,74,1951-11-29,Female,11,75,60+
1500,811212,1,1981-12-12,Male,12,45,31-45
1501,460122,68,1946-01-22,Male,1,80,60+
1502,730124,68,1973-01-24,Male,1,53,46-60
1503,220901,58,1922-09-01,Male,9,104,
1504,185116,58,1918-01-16,Female,1,108,
1505,715625,65,1971-06-25,Female,6,55,46-60
1506,310625,22,1931-06-25,Male,6,95,60+
1507,296122,22,1929-11-22,Female,11,97,60+
1508,545630,67,1954-06-30,Female,6,72,60+
1509,425419,62,1942-04-19,Female,4,84,60+
1510,485130,34,1948-01-30,Female,1,78,60+
1511,625306,13,1962-03-06,Female,3,64,60+
1512,425811,5,1942-08-11,Female,8,84,60+
1513,590821,74,1959-08-21,Male,8,67,60+
1514,570802,68,1957-08-02,Male,8,69,60+
1516,466017,38,1946-10-17,Female,10,80,60+
1517,561002,66,1956-10-02,Male,10,70,60+
1518,605728,3,1960-07-28,Female,7,66,60+
1519,590706,3,1959-07-06,Male,7,67,60+
1520,561105,72,1956-11-05,Male,11,70,60+
1521,791010,5,1979-10-10,Male,10,47,46-60
1522,685514,52,1968-05-14,Female,5,58,46-60
1523,315830,29,1931-08-30,Female,8,95,60+
1524,625113,30,1962-01-13,Female,1,64,60+
1525,430309,1,1943-03-09,Male,3,83,60+
1526,355315,1,1935-03-15,Female,3,91,60+
1527,341218,49,1934-12-18,Male,12,92,60+
1528,640320,57,1964-03-20,Male,3,62,60+
1529,725620,43,1972-06-20,Female,6,54,46-60
1530,455806,74,1945-08-06,Female,8,81,60+
1531,605628,52,1960-06-28,Female,6,66,60+
1532,621030,52,1962-10-30,Male,10,64,60+
1533,601222,55,1960-12-22,Male,12,66,60+
1534,526222,17,1952-12-22,Female,12,74,60+
1535,361028,40,1936-10-28,Male,10,90,60+
1536,676013,37,1967-10-13,Female,10,59,46-60
1537,791207,54,1979-12-07,Male,12,47,46-60
1539,231119,32,1923-11-19,Male,11,103,
1540,371107,36,1937-11-07,Male,11,89,60+
1541,335306,36,1933-03-06,Female,3,93,60+
1542,191208,31,1919-12-08,Male,12,107,
1543,275602,31,1927-06-02,Female,6,99,60+
1546,300413,28,1930-04-13,Male,4,96,60+
1547,276220,28,1927-12-20,Female,12,99,60+
1548,230304,70,1923-03-04,Male,3,103,
1549,286114,70,1928-11-14,Female,11,98,60+
1550,466121,8,1946-11-21,Female,11,80,60+
1554,441215,55,1944-12-15,Male,12,82,60+
1555,500914,30,1950-09-14,Male,9,76,60+
1556,500402,66,1950-04-02,Male,4,76,60+
1557,596214,35,1959-12-14,Female,12,67,60+
1558,275125,11,1927-01-25,Female,1,99,60+
1559,401020,72,1940-10-20,Male,10,86,60+
1561,235916,1,1923-09-16,Female,9,103,
1562,190814,1,1919-08-14,Male,8,107,
1563,780806,3,1978-08-06,Male,8,48,46-60
1564,475625,40,1947-06-25,Female,6,79,60+
1565,600519,71,1960-05-19,Male,5,66,60+
1566,666020,15,1966-10-20,Female,10,60,46-60
1567,300419,50,1930-04-19,Male,4,96,60+
1568,275629,50,1927-06-29,Female,6,99,60+
1569,565717,54,1956-07-17,Female,7,70,60+
1570,580617,54,1958-06-17,Male,6,68,60+
1571,676015,7,1967-10-15,Female,10,59,46-60
1572,636212,1,1963-12-12,Female,12,63,60+
1574,790218,18,1979-02-18,Male,2,47,46-60
1575,236006,55,1923-10-06,Female,10,103,
1576,190502,55,1919-05-02,Male,5,107,
1577,440419,23,1944-04-19,Male,4,82,60+
1578,715815,40,1971-08-15,Female,8,55,46-60
1579,631013,27,1963-10-13,Male,10,63,60+
1580,685618,1,1968-06-18,Female,6,58,46-60
1581,635415,56,1963-04-15,Female,4,63,60+
1582,340214,54,1934-02-14,Male,2,92,60+
1583,725108,1,1972-01-08,Female,1,54,46-60
1584,625129,1,1962-01-29,Female,1,64,60+
1585,350720,60,1935-07-20,Male,7,91,60+
1586,345112,60,1934-01-12,Female,1,92,60+
1587,280505,23,1928-05-05,Male,5,98,60+
1588,501029,45,1950-10-29,Male,10,76,60+
1589,516127,48,1951-11-27,Female,11,75,60+
1590,405810,13,1940-08-10,Female,8,86,60+
1591,535707,42,1953-07-07,Female,7,73,60+
1592,280411,56,1928-04-11,Male,4,98,60+
1593,255531,56,1925-05-31,Female,5,101,
1594,390929,56,1939-09-29,Male,9,87,60+
1595,546216,56,1954-12-16,Female,12,72,60+
1596,786022,58,1978-10-22,Female,10,48,46-60
1597,560510,60,1956-05-10,Male,5,70,60+
1598,250425,67,1925-04-25,Male,4,101,
1599,641008,43,1964-10-08,Male,10,62,60+
1600,655615,43,1965-06-15,Female,6,61,60+
1601,695329,42,1969-03-29,Female,3,57,46-60
1602,681230,42,1968-12-30,Male,12,58,46-60
1603,680827,26,1968-08-27,Male,8,58,46-60
1604,695721,26,1969-07-21,Female,7,57,46-60
1605,805921,52,1980-09-21,Female,9,46,46-60
1606,820902,65,1982-09-02,Male,9,44,31-45
1607,415526,8,1941-05-26,Female,5,85,60+
1608,411111,53,1941-11-11,Male,11,85,60+
1609,445530,53,1944-05-30,Female,5,82,60+
1610,425423,68,1942-04-23,Female,4,84,60+
1611,636202,59,1963-12-02,Female,12,63,60+
1612,590630,59,1959-06-30,Male,6,67,60+
1613,610115,50,1961-01-15,Male,1,65,60+
1614,380518,21,1938-05-18,Male,5,88,60+
1615,525428,74,1952-04-28,Female,4,74,60+
1616,380523,54,1938-05-23,Male,5,88,60+
1617,505430,5,1950-04-30,Female,4,76,60+
1618,796207,17,1979-12-07,Female,12,47,46-60
1619,425127,74,1942-01-27,Female,1,84,60+
1620,360515,74,1936-05-15,Male,5,90,60+
1621,525405,76,1952-04-05,Female,4,74,60+
1622,501012,52,1950-10-12,Male,10,76,60+
1623,630709,36,1963-07-09,Male,7,63,60+
1624,650910,9,1965-09-10,Male,9,61,60+
1625,735712,9,1973-07-12,Female,7,53,46-60
1628,575325,12,1957-03-25,Female,3,69,60+
1629,660901,28,1966-09-01,Male,9,60,46-60
1630,645219,28,1964-02-19,Female,2,62,60+
1631,760430,74,1976-04-30,Male,4,50,46-60
1632,435220,8,1943-02-20,Female,2,83,60+
1633,725828,55,1972-08-28,Female,8,54,46-60
1634,691110,55,1969-11-10,Male,11,57,46-60
1635,305902,75,1930-09-02,Female,9,96,60+
1636,320912,75,1932-09-12,Male,9,94,60+
1637,431020,21,1943-10-20,Male,10,83,60+
1638,545130,40,1954-01-30,Female,1,72,60+
1639,595501,1,1959-05-01,Female,5,67,60+
1640,535613,51,1953-06-13,Female,6,73,60+
1641,235128,31,1923-01-28,Female,1,103,
1642,596010,1,1959-10-10,Female,10,67,60+
1643,765417,39,1976-04-17,Female,4,50,46-60
1644,760606,56,1976-06-06,Male,6,50,46-60
1645,615310,39,1961-03-10,Female,3,65,60+
1646,660317,8,1966-03-17,Male,3,60,46-60
1647,785326,71,1978-03-26,Female,3,48,46-60
1648,520312,46,1952-03-12,Male,3,74,60+
1649,505316,46,1950-03-16,Female,3,76,60+
1650,530329,1,1953-03-29,Male,3,73,60+
1651,665710,11,1966-07-10,Female,7,60,46-60
1653,440619,42,1944-06-19,Male,6,82,60+
1654,631208,60,1963-12-08,Male,12,63,60+
1655,720204,74,1972-02-04,Male,2,54,46-60
1656,685618,22,1968-06-18,Female,6,58,46-60
1657,351002,32,1935-10-02,Male,10,91,60+
1658,295821,52,1929-08-21,Female,8,97,60+
1659,376215,1,1937-12-15,Female,12,89,60+
1660,826211,1,1982-12-11,Female,12,44,31-45
1661,535416,47,1953-04-16,Female,4,73,60+
1662,670907,53,1967-09-07,Male,9,59,46-60
1663,570429,19,1957-04-29,Male,4,69,60+
1664,186110,64,1918-11-10,Female,11,108,
1665,120302,64,1912-03-02,Male,3,114,
1666,410831,1,1941-08-31,Male,8,85,60+
1667,405813,1,1940-08-13,Female,8,86,60+
1668,495817,20,1949-08-17,Female,8,77,60+
1669,521025,47,1952-10-25,Male,10,74,60+
1670,610507,53,1961-05-07,Male,5,65,60+
1671,315915,57,1931-09-15,Female,9,95,60+
1672,280107,57,1928-01-07,Male,1,98,60+
1673,720709,48,1972-07-09,Male,7,54,46-60
1674,206027,11,1920-10-27,Female,10,106,
1675,400215,74,1940-02-15,Male,2,86,60+
1676,530203,53,1953-02-03,Male,2,73,60+
1677,465907,53,1946-09-07,Female,9,80,60+
1679,425417,67,1942-04-17,Female,4,84,60+
1680,755328,29,1975-03-28,Female,3,51,46-60
1681,401125,34,1940-11-25,Male,11,86,60+
1682,560907,69,1956-09-07,Male,9,70,60+
1683,516224,15,1951-12-24,Female,12,75,60+
1684,461025,15,1946-10-25,Male,10,80,60+
1685,445421,61,1944-04-21,Female,4,82,60+
1686,476108,1,1947-11-08,Female,11,79,60+
1687,470227,1,1947-02-27,Male,2,79,60+
1688,230810,32,1923-08-10,Male,8,103,
1689,361204,1,1936-12-04,Male,12,90,60+
1690,475817,46,1947-08-17,Female,8,79,60+
1691,785208,21,1978-02-08,Female,2,48,46-60
1692,720207,62,1972-02-07,Male,2,54,46-60
1693,805706,45,1980-07-06,Female,7,46,46-60
1694,791227,45,1979-12-27,Male,12,47,46-60
1696,235321,1,1923-03-21,Female,3,103,
1697,645110,55,1964-01-10,Female,1,62,60+
1698,671121,55,1967-11-21,Male,11,59,46-60
1699,550311,17,1955-03-11,Male,3,71,60+
1700,490309,7,1949-03-09,Male,3,77,60+
1701,455611,7,1945-06-11,Female,6,81,60+
1702,735407,53,1973-04-07,Female,4,53,46-60
1703,180111,50,1918-01-11,Male,1,108,
1704,146003,50,1914-10-03,Female,10,112,
1705,465701,19,1946-07-01,Female,7,80,60+
1706,440719,19,1944-07-19,Male,7,82,60+
1707,510218,10,1951-02-18,Male,2,75,60+
1709,526213,74,1952-12-13,Female,12,74,60+
1710,440211,54,1944-02-11,Male,2,82,60+
1711,625614,64,1962-06-14,Female,6,64,60+
1712,640101,64,1964-01-01,Male,1,62,60+
1713,350421,65,1935-04-21,Male,4,91,60+
1714,450522,58,1945-05-22,Male,5,81,60+
1717,795307,73,1979-03-07,Female,3,47,46-60
1718,380727,75,1938-07-27,Male,7,88,60+
1719,700809,35,1970-08-09,Male,8,56,46-60
1720,345224,33,1934-02-24,Female,2,92,60+
1721,340702,33,1934-07-02,Male,7,92,60+
1722,331001,68,1933-10-01,Male,10,93,60+
1723,815228,71,1981-02-28,Female,2,45,31-45
1724,346021,68,1934-10-21,Female,10,92,60+
1725,595118,76,1959-01-18,Female,1,67,60+
1726,520603,76,1952-06-03,Male,6,74,60+
1727,510121,32,1951-01-21,Male,1,75,60+
1728,465818,32,1946-08-18,Female,8,80,60+
1729,470516,76,1947-05-16,Male,5,79,60+
1730,321215,40,1932-12-15,Male,12,94,60+
1731,686130,17,1968-11-30,Female,11,58,46-60
1733,745720,57,1974-07-20,Female,7,52,46-60
1734,751110,26,1975-11-10,Male,11,51,46-60
1735,765531,26,1976-05-31,Female,5,50,46-60
1736,795417,41,1979-04-17,Female,4,47,46-60
1737,550730,27,1955-07-30,Male,7,71,60+
1738,635125,27,1963-01-25,Female,1,63,60+
1741,320702,70,1932-07-02,Male,7,94,60+
1742,540606,1,1954-06-06,Male,6,72,60+
1743,590727,3,1959-07-27,Male,7,67,60+
1744,696228,50,1969-12-28,Female,12,57,46-60
1745,596018,23,1959-10-18,Female,10,67,60+
1746,595910,11,1959-09-10,Female,9,67,60+
1747,560220,11,1956-02-20,Male,2,70,60+
1748,761231,64,1976-12-31,Male,12,50,46-60
1749,286117,50,1928-11-17,Female,11,98,60+
1750,641231,23,1964-12-31,Male,12,62,60+
1751,590124,54,1959-01-24,Male,1,67,60+
1752,781123,70,1978-11-23,Male,11,48,46-60
1753,795226,60,1979-02-26,Female,2,47,46-60
1754,790529,57,1979-05-29,Male,5,47,46-60
1755,655818,65,1965-08-18,Female,8,61,60+
1756,360708,1,1936-07-08,Male,7,90,60+
1757,375930,1,1937-09-30,Female,9,89,60+
1758,471113,35,1947-11-13,Male,11,79,60+
1759,235116,63,1923-01-16,Female,1,103,
1760,230307,77,1923-03-07,Male,3,103,
1761,480423,45,1948-04-23,Male,4,78,60+
1762,561230,61,1956-12-30,Male,12,70,60+
1763,671207,46,1967-12-07,Male,12,59,46-60
1764,710709,66,1971-07-09,Male,7,55,46-60
1765,750803,9,1975-08-03,Male,8,51,46-60
1768,510427,29,1951-04-27,Male,4,75,60+
1769,490805,12,1949-08-05,Male,8,77,60+
1770,516015,12,1951-10-15,Female,10,75,60+
1771,276020,54,1927-10-20,Female,10,99,60+
1772,795921,73,1979-09-21,Female,9,47,46-60
1774,716005,32,1971-10-05,Female,10,55,46-60
1775,431208,73,1943-12-08,Male,12,83,60+
1776,546024,30,1954-10-24,Female,10,72,60+
1777,635108,69,1963-01-08,Female,1,63,60+
1778,680902,69,1968-09-02,Male,9,58,46-60
1779,351126,37,1935-11-26,Male,11,91,60+
1780,546209,54,1954-12-09,Female,12,72,60+
1781,240816,67,1924-08-16,Male,8,102,
1782,481224,19,1948-12-24,Male,12,78,60+
1783,466005,1,1946-10-05,Female,10,80,60+
1784,806102,2,1980-11-02,Female,11,46,46-60
1785,751125,39,1975-11-25,Male,11,51,46-60
1786,345625,63,1934-06-25,Female,6,92,60+
1787,311128,63,1931-11-28,Male,11,95,60+
1788,500323,1,1950-03-23,Male,3,76,60+
1789,335807,61,1933-08-07,Female,8,93,60+
1790,530528,1,1953-05-28,Male,5,73,60+
1791,665512,5,1966-05-12,Female,5,60,46-60
1792,750901,54,1975-09-01,Male,9,51,46-60
1793,455317,41,1945-03-17,Female,3,81,60+
1794,405330,54,1940-03-30,Female,3,86,60+
1795,605228,38,1960-02-28,Female,2,66,60+
1796,381123,10,1938-11-23,Male,11,88,60+
1797,416104,10,1941-11-04,Female,11,85,60+
1798,330708,70,1933-07-08,Male,7,93,60+
1799,590626,36,1959-06-26,Male,6,67,60+
1800,435928,63,1943-09-28,Female,9,83,60+
1801,700101,66,1970-01-01,Male,1,56,46-60
1802,646016,66,1964-10-16,Female,10,62,60+
1803,465512,25,1946-05-12,Female,5,80,60+
1806,520103,5,1952-01-03,Male,1,74,60+
1807,350630,47,1935-06-30,Male,6,91,60+
1808,335626,47,1933-06-26,Female,6,93,60+
1809,310512,24,1931-05-12,Male,5,95,60+
1810,190630,41,1919-06-30,Male,6,107,
1811,390329,1,1939-03-29,Male,3,87,60+
1812,475517,36,1947-05-17,Female,5,79,60+
1813,490928,36,1949-09-28,Male,9,77,60+
1814,400312,57,1940-03-12,Male,3,86,60+
1815,775224,16,1977-02-24,Female,2,49,46-60
1816,510724,62,1951-07-24,Male,7,75,60+
1817,536206,47,1953-12-06,Female,12,73,60+
1818,561002,47,1956-10-02,Male,10,70,60+
1819,795420,43,1979-04-20,Female,4,47,46-60
1820,286120,50,1928-11-20,Female,11,98,60+
1821,410424,1,1941-04-24,Male,4,85,60+
1822,225913,71,1922-09-13,Female,9,104,
1823,785807,1,1978-08-07,Female,8,48,46-60
1824,600803,69,1960-08-03,Male,8,66,60+
1825,745424,51,1974-04-24,Female,4,52,46-60
1826,370912,13,1937-09-12,Male,9,89,60+
1827,415816,13,1941-08-16,Female,8,85,60+
1828,621114,69,1962-11-14,Male,11,64,60+
1829,425816,51,1942-08-16,Female,8,84,60+
1830,520203,33,1952-02-03,Male,2,74,60+
1831,761009,51,1976-10-09,Male,10,50,46-60
1832,665731,1,1966-07-31,Female,7,60,46-60
1833,661115,30,1966-11-15,Male,11,60,46-60
1834,270219,7,1927-02-19,Male,2,99,60+
1835,285311,7,1928-03-11,Female,3,98,60+
1836,445307,36,1944-03-07,Female,3,82,60+
1837,570113,67,1957-01-13,Male,1,69,60+
1838,596127,67,1959-11-27,Female,11,67,60+
1839,366218,5,1936-12-18,Female,12,90,60+
1840,351028,5,1935-10-28,Male,10,91,60+
1841,535323,67,1953-03-23,Female,3,73,60+
1842,430913,9,1943-09-13,Male,9,83,60+
1843,395125,48,1939-01-25,Female,1,87,60+
1844,225203,74,1922-02-03,Female,2,104,
1845,181114,74,1918-11-14,Male,11,108,
1846,801212,48,1980-12-12,Male,12,46,46-60
1847,795130,52,1979-01-30,Female,1,47,46-60
1848,245702,6,1924-07-02,Female,7,102,
1849,225924,57,1922-09-24,Female,9,104,
1850,425705,52,1942-07-05,Female,7,84,60+
1851,755912,31,1975-09-12,Female,9,51,46-60
1852,620905,50,1962-09-05,Male,9,64,60+
1853,650818,1,1965-08-18,Male,8,61,60+
1854,325527,70,1932-05-27,Female,5,94,60+
1856,685822,54,1968-08-22,Female,8,58,46-60
1857,640316,54,1964-03-16,Male,3,62,60+
1860,646031,1,1964-10-31,Female,10,62,60+
1861,570715,29,1957-07-15,Male,7,69,60+
1862,776009,50,1977-10-09,Female,10,49,46-60
1863,520216,54,1952-02-16,Male,2,74,60+
1864,480314,22,1948-03-14,Male,3,78,60+
1865,495609,22,1949-06-09,Female,6,77,60+
1866,425611,64,1942-06-11,Female,6,84,60+
1867,445924,1,1944-09-24,Female,9,82,60+
1868,800216,60,1980-02-16,Male,2,46,46-60
1869,335214,1,1933-02-14,Female,2,93,60+
1870,350429,1,1935-04-29,Male,4,91,60+
1871,805220,1,1980-02-20,Female,2,46,46-60
1872,635124,52,1963-01-24,Female,1,63,60+
1873,681026,52,1968-10-26,Male,10,58,46-60
1874,461020,1,1946-10-20,Male,10,80,60+
1875,761019,15,1976-10-19,Male,10,50,46-60
1876,510701,1,1951-07-01,Male,7,75,60+
1877,575821,47,1957-08-21,Female,8,69,60+
1878,630902,47,1963-09-02,Male,9,63,60+
1879,445402,21,1944-04-02,Female,4,82,60+
1880,740808,1,1974-08-08,Male,8,52,46-60
1881,340124,72,1934-01-24,Male,1,92,60+
1882,325524,72,1932-05-24,Female,5,94,60+
1883,616027,18,1961-10-27,Female,10,65,60+
1884,765126,59,1976-01-26,Female,1,50,46-60
1885,705107,47,1970-01-07,Female,1,56,46-60
1886,200407,34,1920-04-07,Male,4,106,
1887,260715,54,1926-07-15,Male,7,100,60+
1888,185924,66,1918-09-24,Female,9,108,
1889,575728,32,1957-07-28,Female,7,69,60+
1890,555814,14,1955-08-14,Female,8,71,60+
1891,595304,62,1959-03-04,Female,3,67,60+
1892,280326,66,1928-03-26,Male,3,98,60+
1893,345211,66,1934-02-11,Female,2,92,60+
1894,476105,1,1947-11-05,Female,11,79,60+
1895,656103,47,1965-11-03,Female,11,61,60+
1896,820208,48,1982-02-08,Male,2,44,31-45
1897,695307,36,1969-03-07,Female,3,57,46-60
1898,610801,73,1961-08-01,Male,8,65,60+
1899,410703,10,1941-07-03,Male,7,85,60+
1900,651122,23,1965-11-22,Male,11,61,60+
1901,626107,23,1962-11-07,Female,11,64,60+
1903,395830,1,1939-08-30,Female,8,87,60+
1904,410222,66,1941-02-22,Male,2,85,60+
1905,495518,72,1949-05-18,Female,5,77,60+
1906,220707,63,1922-07-07,Male,7,104,
1907,285908,75,1928-09-08,Female,9,98,60+
1908,200117,33,1920-01-17,Male,1,106,
1909,445316,35,1944-03-16,Female,3,82,60+
1910,461108,67,1946-11-08,Male,11,80,60+
1911,385421,48,1938-04-21,Female,4,88,60+
1912,720226,57,1972-02-26,Male,2,54,46-60
1913,680415,69,1968-04-15,Male,4,58,46-60
1914,425620,39,1942-06-20,Female,6,84,60+
1915,390909,39,1939-09-09,Male,9,87,60+
1916,260719,28,1926-07-19,Male,7,100,60+
1917,695313,69,1969-03-13,Female,3,57,46-60
1919,490504,30,1949-05-04,Male,5,77,60+
1920,750807,42,1975-08-07,Male,8,51,46-60
1921,466026,1,1946-10-26,Female,10,80,60+
1922,490403,1,1949-04-03,Male,4,77,60+
1923,585507,1,1958-05-07,Female,5,68,60+
1924,380529,67,1938-05-29,Male,5,88,60+
1925,380623,37,1938-06-23,Male,6,88,60+
1926,355208,37,1935-02-08,Female,2,91,60+
1927,520426,77,1952-04-26,Male,4,74,60+
1928,525814,77,1952-08-14,Female,8,74,60+
1929,555815,65,1955-08-15,Female,8,71,60+
1930,345221,38,1934-02-21,Female,2,92,60+
1931,426114,16,1942-11-14,Female,11,84,60+
1932,405121,15,1940-01-21,Female,1,86,60+
1934,336121,70,1933-11-21,Female,11,93,60+
1935,295512,68,1929-05-12,Female,5,97,60+
1936,556016,15,1955-10-16,Female,10,71,60+
1937,600327,15,1960-03-27,Male,3,66,60+
1938,395930,57,1939-09-30,Female,9,87,60+
1939,250814,1,1925-08-14,Male,8,101,
1940,235122,1,1923-01-22,Female,1,103,
1941,215712,10,1921-07-12,Female,7,105,
1942,150510,10,1915-05-10,Male,5,111,
1943,260211,39,1926-02-11,Male,2,100,60+
1944,575122,31,1957-01-22,Female,1,69,60+
1945,540603,54,1954-06-03,Male,6,72,60+
1946,350719,72,1935-07-19,Male,7,91,60+
1947,810208,23,1981-02-08,Male,2,45,31-45
1948,395219,71,1939-02-19,Female,2,87,60+
1949,420623,71,1942-06-23,Male,6,84,60+
1950,290706,26,1929-07-06,Male,7,97,60+
1951,710429,41,1971-04-29,Male,4,55,46-60
1952,715309,52,1971-03-09,Female,3,55,46-60
1953,650922,52,1965-09-22,Male,9,61,60+
1954,520728,69,1952-07-28,Male,7,74,60+
1955,716028,66,1971-10-28,Female,10,55,46-60
1956,255709,1,1925-07-09,Female,7,101,
1957,720304,63,1972-03-04,Male,3,54,46-60
1958,776121,63,1977-11-21,Female,11,49,46-60
1959,201226,1,1920-12-26,Male,12,106,
1960,460823,22,1946-08-23,Male,8,80,60+
1961,205604,31,1920-06-04,Female,6,106,
1962,501118,6,1950-11-18,Male,11,76,60+
1963,450612,38,1945-06-12,Male,6,81,60+
1964,310805,17,1931-08-05,Male,8,95,60+
1965,390810,75,1939-08-10,Male,8,87,60+
1966,485701,19,1948-07-01,Female,7,78,60+
1967,636115,1,1963-11-15,Female,11,63,60+
1968,600813,1,1960-08-13,Male,8,66,60+
1969,265826,53,1926-08-26,Female,8,100,60+
1970,476105,1,1947-11-05,Female,11,79,60+
1971,695314,3,1969-03-14,Female,3,57,46-60
1972,465429,1,1946-04-29,Female,4,80,60+
1973,315913,60,1931-09-13,Female,9,95,60+
1974,180714,10,1918-07-14,Male,7,108,
1975,155927,10,1915-09-27,Female,9,111,
1976,181012,72,1918-10-12,Male,10,108,
1977,356025,10,1935-10-25,Female,10,91,60+
1978,525522,18,1952-05-22,Female,5,74,60+
1979,265319,51,1926-03-19,Female,3,100,60+
1980,590430,77,1959-04-30,Male,4,67,60+
1981,705922,19,1970-09-22,Female,9,56,46-60
1982,770708,53,1977-07-08,Male,7,49,46-60
1983,825205,53,1982-02-05,Female,2,44,31-45
1984,260829,1,1926-08-29,Male,8,100,60+
1985,371213,6,1937-12-13,Male,12,89,60+
1986,425813,6,1942-08-13,Female,8,84,60+
1988,520504,13,1952-05-04,Male,5,74,60+
1989,395113,50,1939-01-13,Female,1,87,60+
1990,431125,50,1943-11-25,Male,11,83,60+
1991,181109,64,1918-11-09,Male,11,108,
1993,750621,1,1975-06-21,Male,6,51,46-60
1994,675706,1,1967-07-06,Female,7,59,46-60
1995,415410,50,1941-04-10,Female,4,85,60+
1996,370320,1,1937-03-20,Male,3,89,60+
1997,776109,1,1977-11-09,Female,11,49,46-60
1998,786215,40,1978-12-15,Female,12,48,46-60
1999,825210,74,1982-02-10,Female,2,44,31-45
2000,425509,39,1942-05-09,Female,5,84,60+
2001,775805,34,1977-08-05,Female,8,49,46-60
2002,186126,70,1918-11-26,Female,11,108,
2003,210615,70,1921-06-15,Male,6,105,
2004,745203,1,1974-02-03,Female,2,52,46-60
2005,791003,30,1979-10-03,Male,10,47,46-60
2006,625822,41,1962-08-22,Female,8,64,60+
2007,580913,41,1958-09-13,Male,9,68,60+
2008,400607,47,1940-06-07,Male,6,86,60+
2009,360116,12,1936-01-16,Male,1,90,60+
2010,520812,37,1952-08-12,Male,8,74,60+
2011,256118,46,1925-11-18,Female,11,101,
2012,230627,46,1923-06-27,Male,6,103,
2013,405710,1,1940-07-10,Female,7,86,60+
2015,686115,1,1968-11-15,Female,11,58,46-60
2016,341009,55,1934-10-09,Male,10,92,60+
2017,315123,55,1931-01-23,Female,1,95,60+
2018,455825,56,1945-08-25,Female,8,81,60+
2019,320928,73,1932-09-28,Male,9,94,60+
2020,256220,73,1925-12-20,Female,12,101,
2021,191208,67,1919-12-08,Male,12,107,
2022,391112,56,1939-11-12,Male,11,87,60+
2023,315902,56,1931-09-02,Female,9,95,60+
2024,340415,62,1934-04-15,Male,4,92,60+
2025,411231,39,1941-12-31,Male,12,85,60+
2026,346203,39,1934-12-03,Female,12,92,60+
2027,300122,12,1930-01-22,Male,1,96,60+
2028,246017,12,1924-10-17,Female,10,102,
2029,235919,5,1923-09-19,Female,9,103,
2030,805804,5,1980-08-04,Female,8,46,46-60
2031,261215,54,1926-12-15,Male,12,100,60+
2032,430321,1,1943-03-21,Male,3,83,60+
2033,375702,1,1937-07-02,Female,7,89,60+
2034,260612,13,1926-06-12,Male,6,100,60+
2035,285727,13,1928-07-27,Female,7,98,60+
2037,485826,69,1948-08-26,Female,8,78,60+
2038,805329,1,1980-03-29,Female,3,46,46-60
2039,695120,68,1969-01-20,Female,1,57,46-60
2040,440807,59,1944-08-07,Male,8,82,60+
2041,560811,68,1956-08-11,Male,8,70,60+
2042,820704,49,1982-07-04,Male,7,44,31-45
2043,545915,77,1954-09-15,Female,9,72,60+
